,사업자등록번호,데이터수집일자,조사년도,재무보고서구분코드,재무보고서명칭,매출액_재무제표계정과목금액,매출액_비율,매출액_증감율,영업이익_재무제표계정과목금액,영업이익_비율,영업이익_증감율,당기순이익_재무제표계정과목금액,당기순이익_비율,당기순이익_증감율
1327,2118700212,20210914.0,2020.0,2.0,손익계산서,27260663.0,100.0,2.63,1926938.0,7.07,62.4,1239736.0,4.55,112.83
1330,1098100213,20210914.0,2016.0,2.0,손익계산서,80391359.0,100.0,42.81,5891802.0,7.33,116.36,4922758.0,6.12,115.74
1333,1098100213,20210914.0,2017.0,2.0,손익계산서,109216905.0,100.0,35.86,9896037.0,9.06,67.96,6303513.0,5.77,28.05
1336,1098100213,20210914.0,2018.0,2.0,손익계산서,102181616.0,100.0,-6.44,9270812.0,9.07,-6.32,7516849.0,7.36,19.25
1339,1098100213,20210914.0,2019.0,2.0,손익계산서,100244063.0,100.0,-1.9,10385815.0,10.36,12.03,8350380.0,8.33,11.09
1342,1098100213,20210914.0,2020.0,2.0,손익계산서,181894418.0,100.0,81.45,9764524.0,5.37,-5.98,7766656.0,4.27,-6.99
1348,6218600217,20220307.0,2020.0,2.0,손익계산서,96497.0,100.0,-83.29,-103556.0,-107.32,-555.17,-94479.0,-97.91,-555.87
1351,6218600217,20220307.0,2019.0,2.0,손익계산서,577577.0,100.0,164.94,22751.0,3.94,-341.24,20725.0,3.59,-1007.4
1354,6218600217,20220307.0,2018.0,2.0,손익계산서,217999.0,100.0,-59.04,-9431.0,-4.33,-129.12,-2284.0,-1.05,-106.35
1357,6218600217,20220307.0,2017.0,2.0,손익계산서,532282.0,100.0,291.79,32390.0,6.09,-10.92,35979.0,6.76,-10.85
1360,6228100218,20220222.0,2020.0,2.0,손익계산서,259992.0,100.0,-41.45,-31921.0,-12.28,-215.18,24693.0,9.5,-45.65
1363,6228100218,20220222.0,2019.0,2.0,손익계산서,444083.0,100.0,356.28,27714.0,6.24,2108.29,45432.0,10.23,4728.06
